Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,Revenue,Month
5587-1,2013-07-04,Sara Luxemburg,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Low,"OIC Colored Binder Clips, Assorted Sizes",Technology,Large Box,Regular Air,2013-07-05,2.29,3.58,$1.29,40.0,53.7,4%,2.79,$51.00,1.63,52.63,51.0,2013-07
5587-1,2014-02-12,Julie Prescott,"438 Victoria Avenue,Chatswood",Sydney,NSW,Consumer,Natasha Song,High,Cando S750 Color Inkjet Printer,Office Supplies,Small Box,Regular Air,2014-02-13,75.0,120.97,$45.97,50.0,4753.76,7%,432.93,"$4,594.05",26.3,4560.43,4594.05,2014-02
5587-2,2014-01-23,Mark Van Huff,"1 John Street,Waterloo",Sydney,NSW,Small Business,Charlie Bui,Critical,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2014-01-25,2.5,5.68,$3.18,35.0,121.6,10%,6.62,$123.72,3.6,126.73,123.72,2014-01
5588-1,2013-12-09,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Critical,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,2013-12-09,216.0,449.99,$233.99,12.0,2324.95,6%,22.0,"$2,226.95",24.49,2246.75,2226.95,2013-12
5588-1,2014-09-11,Katrina Edelman,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Low,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,Regular Air,2014-09-21,2.9,4.76,$1.86,44.0,52.36,0%,4.19,$48.17,0.88,49.05,48.17,2014-09
5588-1,2013-03-16,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Express Air,2013-03-20,1.05,1.95,$0.90,4.0,136.32,3%,9.56,$122.60,1.63,126.55,122.6,2013-03
5589-1,2013-03-23,Aaron Smayling,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Bagged Rubber Bands,Office Supplies,Small Box,Express Air,2013-03-26,0.24,1.26,$1.02,25.0,55.02,10%,2.65,$52.70,0.7,53.24,52.7,2013-03
5589-1,2015-03-01,Anne McFarland,"834 Bourke St,Waterloo",Sydney,NSW,Small Business,Charlie Bui,Medium,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2015-03-01,1.59,2.61,$1.02,13.0,115.6,6%,4.56,$116.01,0.5,116.09,116.01,2015-03
5589-1,2014-08-12,Brad Thomas,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Consumer,Tina Carlton,Not Specified,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2014-08-19,0.24,1.26,$1.02,47.0,99.9,3%,8.99,$90.91,0.7,94.91,90.91,2014-08
5590-1,2013-07-06,Aaron Smayling,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,TechSavi Access Keyboard,Office Supplies,Wrap Bag,Regular Air,2013-07-06,10.07,15.98,$5.91,35.0,123.72,9%,12.04,$122.74,4.0,126.73,122.74,2013-07
5590-1,2014-06-19,Barry Pond,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Critical,Aluminum Document Frame,Office Supplies,Wrap Bag,Regular Air,2014-06-21,5.5,12.22,$6.72,24.0,643.67,7%,7.64,$631.30,2.85,626.39,631.3,2014-06
5591-1,2014-08-22,Dorris Love,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,High,Smiths File Caddy,Office Supplies,Small Box,Regular Air,2014-08-23,4.03,9.38,$5.35,50.0,159.46,10%,14.35,$145.11,7.28,152.39,145.11,2014-08
5592-1,2013-05-05,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Not Specified,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Small Box,Regular Air,2013-05-06,1.87,2.23,$0.36,25.0,124.82,2%,5.07,$122.13,2.83,126.73,122.13,2013-05
5592-1,2013-07-15,Christy Brittain,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Small Business,Mihael Khan,Low,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2013-07-16,3.32,5.18,$1.86,23.0,53.95,7%,2.67,$51.90,2.04,53.65,51.9,2013-07
5593-1,2014-08-25,John Lee,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Medium,Aluminum Document Frame,Office Supplies,Wrap Bag,Regular Air,2014-08-27,5.5,12.22,$6.72,22.0,452.14,7%,40.69,$411.45,2.85,414.3,411.45,2014-08
5594-1,2013-05-29,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Home Office,Mihael Khan,Not Specified,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,2013-05-29,4.59,7.28,$2.69,22.0,337.2,9%,32.13,$322.71,11.15,330.9,322.71,2013-05
5594-1,2014-01-13,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Small Business,Charlie Bui,Not Specified,1726 Digital Answering Machine,Technology,Small Box,Regular Air,2014-01-10,8.82,20.99,$12.17,8.0,536.02,7%,12.72,$522.39,4.81,536.29,522.39,2014-01
5594-1,2014-10-20,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,Medium,Smiths SlimLine Pencil Sharpener,Technology,Small Box,Regular Air,2014-10-22,4.79,11.97,$7.18,37.0,626.0,1%,56.52,$527.58,5.81,538.29,527.58,2014-10
5594-1,2014-10-04,Patrick OBrill,"53 Riley Street,Woolloomooloo",Sydney,NSW,Consumer,Tina Carlton,Not Specified,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Express Air,2014-10-06,4.59,7.28,$2.69,47.0,177.05,4%,0.0,$177.45,11.15,173.43,177.45,2014-10
5594-1,2014-01-27,Ken Lonsdale,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,High,Beekin 105-Key Black Keyboard,Technology,Small Box,Regular Air,2014-01-27,6.39,19.98,$13.59,29.0,53.56,6%,2.18,$51.08,4.0,53.66,51.08,2014-01
5596-1,2014-02-24,Pauline Chand,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Cando PC940 Copier,Office Supplies,Small Pack,Regular Air,2014-02-26,216.0,449.99,$233.99,8.0,531.56,0%,10.43,$411.65,24.49,526.95,411.65,2014-02
5596-1,2014-03-28,Dionis Lloyd,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Critical,TechSavi Access Keyboard,Office Supplies,Small Pack,Regular Air,2014-03-28,10.07,15.98,$5.91,35.0,735.08,2%,14.7,$720.38,4.0,724.38,720.38,2014-03
5596-1,2014-02-24,Pauline Chand,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,High,Artisan Binding System Hidden Tab Executive Style Index Sets,Office Supplies,Small Box,Regular Air,2014-02-26,3.75,5.77,$2.02,12.0,231.0,6%,10.16,$221.14,4.97,221.81,221.14,2014-02
5596-1,2015-07-25,Annie Thurman,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,Medium,Artisan 474 Labels,Furniture,Small Pack,Regular Air,2015-07-26,1.84,2.88,$1.04,18.0,157.82,4%,9.45,$148.97,0.99,159.84,148.97,2015-07
5596-1,2014-03-18,Lona Radford,"4A Lyons St,Strathfield",Sydney,NSW,Consumer,Tina Carlton,High,TechSavi Access Keyboard,Technology,Small Box,Express Air,2014-03-11,10.07,15.98,$5.91,7.0,755.08,4%,14.7,$720.38,4.0,724.38,720.38,2014-03
5596-1,2013-07-11,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Consumer,Connor Betts,High,Apex Straight Scissors,Office Supplies,Wrap Bag,Regular Air,2013-07-21,5.19,12.98,$7.79,34.0,555.52,10%,33.33,$522.19,3.14,526.29,522.19,2013-07
5596-1,2013-03-21,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,Colored Envelopes,Office Supplies,Small Pack,Regular Air,2013-03-28,2.25,3.69,$1.44,22.0,77.6,7%,2.4,$74.90,2.5,70.4,74.9,2013-03
5596-1,2014-02-12,Julie Prescott,"438 Victoria Avenue,Chatswood",Sydney,NSW,Home Office,Natasha Song,Medium,Colored Envelopes,Office Supplies,Wrap Bag,Regular Air,2014-02-13,2.25,3.69,$1.44,2.0,73.82,3%,5.9,$67.90,2.5,70.4,67.9,2014-02
5596-1,2014-02-13,Steve Nguyen,"61 York St,Sydney",Sydney,NSW,Small Business,Leighton Forrest,High,Smiths Standard Envelopes,Technology,Small Pack,Regular Air,2014-02-13,3.52,5.68,$2.16,43.0,119.35,0%,10.74,$118.65,1.39,118.59,118.65,2014-02
5596-1,2013-05-05,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Low,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Wrap Bag,Regular Air,2013-05-06,4.46,10.89,$6.43,10.0,35.78,8%,3.41,$33.05,4.5,33.36,33.05,2013-05
5596-1,2013-11-17,Allen Armold,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,High,Apex Straight Scissors,Office Supplies,Wrap Bag,Express Air,2013-11-18,5.19,12.98,$7.79,33.0,362.05,5%,13.48,$328.18,3.14,331.29,328.18,2013-11
5597-1,2013-06-02,Jim Epp,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Artisan Legal 4-Ring Binder,Office Supplies,Small Box,Regular Air,2013-06-04,13.64,20.98,$7.34,30.0,545.25,8%,44.57,$511.00,1.49,517.08,511.0,2013-06
5597-1,2014-07-18,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Medium,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Express Air,2014-07-20,1.6,2.62,$1.02,34.0,117.9,3%,1.18,$116.72,0.8,117.52,116.72,2014-07
5598-1,2014-02-25,Gary Hwang,"60 York St,Sydney",Sydney,NSW,Home Office,Charlie Bui,Not Specified,"Alto Parchment Paper, Assorted Colors",Office Supplies,Wrap Bag,Regular Air,2014-02-27,4.59,7.28,$2.69,17.0,122.3,9%,6.62,$123.62,11.15,126.72,123.62,2014-02
5598-1,2013-06-15,Steve Nguyen,"61 York St,Sydney",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,2013-06-17,3.65,5.98,$2.33,31.0,136.02,8%,3.86,$127.80,1.49,126.71,127.8,2013-06
5599-1,2014-02-25,Sandra Gilles,"105 Pitt St,Sydney",Sydney,NSW,Corporate,Charlie Bui,Medium,Smiths Standard Envelopes,Office Supplies,Small Box,Express Air,2014-02-27,3.52,5.68,$2.16,4.0,72.2,7%,6.32,$65.31,1.39,66.29,65.31,2014-02
5599-1,2013-11-02,Nara Price,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Low,TechSavi Access Keyboard,Office Supplies,Wrap Bag,Regular Air,2013-11-03,10.07,15.98,$5.91,45.0,650.38,7%,18.36,$601.92,4.0,625.32,601.92,2013-11
5599-1,2014-10-20,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,2014-10-22,278.99,449.99,$171.00,42.0,6299.54,0%,605.92,"$6,584.86",49.0,6507.85,6584.86,2014-10
5599-1,2013-09-27,Mitch Webber,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,Medium,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,2013-09-29,278.99,449.99,$171.00,46.0,6749.85,1%,269.99,"$6,479.86",49.0,6527.86,6479.86,2013-09
5599-1,2014-08-28,Ruben Ausman,"Crown Complex,Southbank",Melbourne,VIC,Consumer,Connor Betts,Not Specified,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,2014-08-29,21.56,36.55,$14.99,14.0,555.52,9%,33.37,$512.29,13.89,526.29,512.29,2014-08
5599-2,2014-08-28,Ruben Ausman,"Crown Complex,Southbank",Melbourne,VIC,Home Office,Yvette Biti,High,EcoTones Memo Sheets,Office Supplies,Wrap Bag,Regular Air,2014-08-29,2.52,4.0,$1.48,21.0,56.0,3%,3.36,$52.64,1.3,53.94,52.64,2014-08
5601-1,2013-12-11,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2013-12-13,3.32,5.18,$1.86,1.0,135.83,0%,0.0,$139.33,2.04,142.39,139.33,2013-12
5601-1,2014-05-23,Karl Brofe,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Alto Memo Cubes,Office Supplies,Small Pack,Regular Air,2014-05-24,3.32,5.18,$1.86,44.0,153.7,6%,10.76,$145.04,2.04,142.58,145.04,2014-05
5602-1,2015-05-20,Alan Shonely,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Low,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Wrap Bag,Regular Air,2015-05-21,4.48,8.14,$3.66,50.0,163.08,8%,3.92,$148.76,3.12,159.38,148.76,2015-05
5602-1,2014-09-17,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Security-Tint Envelopes,Office Supplies,Wrap Bag,Regular Air,2014-09-18,4.89,7.64,$2.75,30.0,196.31,10%,5.96,$193.63,1.39,193.32,193.63,2014-09
5603-1,2014-08-09,Kean Takahito,"21 Wentworth St,Parramatta",Sydney,NSW,Home Office,Aanya Zhang,Medium,TechSavi Internet Navigator Keyboard,Office Supplies,Small Box,Regular Air,2013-08-10,6.51,30.98,$24.47,8.0,1059.74,7%,30.93,"$1,111.77",6.5,1118.37,1111.77,2014-08
5603-1,2013-11-16,Peter Fuller,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,High,Wirebound Voice Message Log Book,Office Supplies,Small Box,Regular Air,2013-11-17,2.9,4.76,$1.86,20.0,49.3,4%,3.95,$45.44,0.88,46.62,45.44,2013-11
5603-1,2014-10-16,Patrick Jones,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,Medium,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Small Pack,Regular Air,2014-10-17,2.98,5.84,$2.86,24.0,144.0,6%,1.44,$142.56,0.83,143.86,142.56,2014-10
5603-2,2014-09-07,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Critical,Beekin 105-Key Black Keyboard,Office Supplies,Wrap Bag,Regular Air,2014-09-09,6.39,19.98,$13.59,16.0,110.76,9%,8.86,$100.90,4.0,102.83,100.9,2014-09
5604-1,2013-12-08,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Critical,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Regular Air,2013-12-08,2.98,5.84,$2.86,47.0,95.26,7%,3.64,$85.06,0.83,96.51,85.06,2013-12
5604-1,2015-04-26,Greg Tran,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Express Air,2015-04-28,1.05,1.95,$0.90,21.0,48.84,5%,0.92,$45.94,1.63,46.66,45.94,2015-04
5604-1,2013-09-17,Tamara Willingham,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Home Office,Phoebe Gour,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2013-09-19,2.5,5.68,$3.18,37.0,130.64,9%,1.31,$129.33,3.6,132.99,129.33,2013-09
5604-1,2013-02-25,Katherine Ducich,"61A Bay Road,Wollstonecraft",Sydney,NSW,Corporate,Samantha Chairs,High,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,2013-02-27,5.33,8.6,$3.27,14.0,211.42,8%,8.14,$193.78,6.19,213.39,193.78,2013-02
5604-1,2014-09-02,Vivek Sundaresam,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,High,TechSavi Access Keyboard,Furniture,Small Pack,Regular Air,2014-09-04,10.07,15.98,$5.91,35.0,463.42,0%,18.54,$444.88,4.0,448.88,444.88,2014-09
5605-1,2014-09-03,Odella Nelson,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,Not Specified,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Technology,Jumbo Drum,Delivery Truck,2014-09-05,1.92,3.26,$1.34,3.0,101.06,6%,0.0,$102.06,1.86,102.92,102.06,2014-09
5605-1,2014-09-03,Odella Nelson,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Furniture,Small Pack,Regular Air,2014-09-05,4.48,8.14,$3.66,8.0,101.06,10%,0.0,$101.06,3.12,102.92,101.06,2014-09
5605-1,2014-10-16,Sylvia Foulston,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,High,Artisan Hole Reinforcements,Office Supplies,Small Box,Express Air,2014-10-18,3.99,6.23,$2.24,10.0,44.0,4%,1.43,$43.69,6.97,45.88,43.69,2014-10
5605-1,2014-09-03,Odella Nelson,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan Hi-Liter Smear-Safe Highlighters,Technology,Small Box,Regular Air,2014-09-05,2.98,5.84,$2.86,1.0,101.06,8%,0.0,$101.06,0.83,102.92,101.06,2014-09
5605-1,2014-09-03,Benjamin Patterson,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Critical,Colored Envelopes,Office Supplies,Small Box,Regular Air,2014-09-04,2.25,3.69,$1.44,1.0,201.0,9%,0.0,$209.90,2.5,203.7,209.9,2014-09
5605-1,2014-10-19,Barry Franz,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,Low,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,2014-10-20,1.84,2.88,$1.04,44.0,43.56,1%,2.18,$41.38,0.99,45.68,41.38,2014-10
5606-1,2014-08-07,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Regular Air,2014-08-09,2.98,5.84,$2.86,41.0,127.12,3%,12.72,$113.72,0.83,112.93,113.72,2014-08
5606-1,2014-01-15,Aleksandra Gannaway,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Critical,Colored Envelopes,Office Supplies,Small Pack,Regular Air,2014-01-17,2.25,3.69,$1.44,50.0,128.4,8%,12.85,$115.43,2.5,116.63,115.43,2014-01
5606-1,2014-10-29,Brendan Murry,"797 Botany Rd,Rosebery",Sydney,NSW,Consumer,Phoebe Gour,Critical,"Angle-D Binders with Locking Rings, Label Holders",Technology,Small Pack,Regular Air,2014-10-31,4.53,7.3,$2.77,16.0,275.21,3%,2.85,$252.69,7.72,262.97,252.69,2014-10
5606-1,2014-10-01,Marc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Critical,Xit Blank Computer Paper,Office Supplies,Wrap Bag,Regular Air,2014-10-02,12.39,19.98,$7.59,6.0,298.6,1%,0.0,$389.36,5.77,308.3,389.36,2014-10
5606-1,2014-12-26,Arthur Gainer,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,Creator Wet Poly Binders,Office Supplies,Small Box,Regular Air,2014-12-29,3.37,5.53,$2.16,7.0,52.92,6%,0.63,$52.31,6.98,63.7,52.31,2014-12
5607-1,2013-08-29,Nancy Lomonaco,"523 King St,Newtown",Sydney,NSW,Small Business,Aanya Zhang,Low,Colored Envelopes,Office Supplies,Small Box,Express Air,2013-09-03,2.25,3.69,$1.44,23.0,149.78,7%,4.49,$142.75,2.5,133.73,142.75,2013-08
5607-1,2013-10-05,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Medium,3Max Organizer Strips,Office Supplies,Small Pack,Regular Air,2013-10-07,3.4,5.4,$2.00,8.0,29.92,3%,0.2,$28.99,7.78,24.0,28.99,2013-10
5607-1,2013-10-28,Toby Knight,"Crown Complex,Southbank",Melbourne,VIC,Home Office,Yvette Biti,High,Smiths Metal Binder Clips,Furniture,Large Box,Regular Air,2013-10-29,1.6,2.62,$1.02,41.0,83.62,4%,6.3,$74.94,0.8,75.45,74.94,2013-10
5607-1,2014-09-04,Tamara Willingham,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Express Air,2014-09-06,2.5,5.68,$3.18,21.0,130.64,5%,1.31,$129.33,3.6,132.93,129.33,2014-09
5607-1,2013-04-30,Pamela Stobb,"273 George Street,Sydney",Sydney,NSW,Consumer,Leighton Forrest,Low,Cando S750 Color Inkjet Printer,Office Supplies,Small Box,Regular Air,2013-05-02,75.0,120.97,$45.97,22.0,1965.59,3%,54.91,"$1,910.07",26.3,1999.95,1910.07,2013-04
5607-1,2014-09-03,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Critical,Apex Preferred Stainless Steel Scissors,Technology,Jumbo Drum,Delivery Truck,2014-09-10,2.5,5.68,$3.18,16.0,130.64,9%,1.31,$129.33,3.6,132.93,129.33,2014-09
5607-1,2014-01-26,Bill Eplett,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,Artisan Hole Reinforcements,Furniture,Large Box,Regular Air,2014-01-27,3.99,6.23,$2.24,44.0,122.2,8%,11.52,$109.98,6.97,112.83,109.98,2014-01
5607-1,2014-09-04,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2014-09-05,2.5,5.68,$3.18,26.0,130.64,7%,1.31,$129.33,3.6,132.93,129.33,2014-09
5609-1,2014-09-07,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2014-09-09,1.18,1.88,$0.70,24.0,88.36,4%,5.3,$83.06,1.49,84.55,83.06,2014-09
5609-1,2014-09-07,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,High,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2014-09-07,1.18,1.88,$0.70,12.0,88.36,2%,5.3,$83.06,1.49,84.55,83.06,2014-09
5609-1,2013-09-10,Victoria Pisteka,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Medium,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2013-09-12,0.24,1.26,$1.02,19.0,92.32,7%,7.3,$83.06,0.7,84.95,83.06,2013-09
5609-1,2014-09-28,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Creator Colored Pencils,Office Supplies,Wrap Bag,Regular Air,2014-09-29,1.57,3.28,$1.71,45.0,78.04,10%,2.31,$70.93,0.98,71.48,70.93,2014-09
5609-1,2014-09-07,Eugene Moren,"2/797 Botany Rd,Rosebery",Sydney,NSW,Consumer,Samantha Chairs,High,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2014-09-07,1.18,1.88,$0.70,11.0,88.36,8%,5.3,$83.06,1.49,84.55,83.06,2014-09
5609-1,2013-03-27,Barry Weirich,"105 Pitt St,Sydney",Sydney,NSW,Home Office,Charlie Bui,Low,Apex Preferred Stainless Steel Scissors,Technology,Medium Box,Regular Air,2013-03-28,2.5,5.68,$3.18,2.0,130.06,1%,9.06,$121.84,3.6,132.93,121.84,2013-03
5609-1,2014-09-07,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2014-09-07,1.18,1.88,$0.70,27.0,88.36,7%,5.3,$83.06,1.49,84.53,83.06,2014-09
5609-1,2015-01-22,Bill Donatelli,"1/57 Crown Street,Surry Hills",Sydney,NSW,Small Business,Nicholas Fernandes,High,Artisan Non-Stick Binders,Technology,Small Box,Regular Air,2015-01-23,2.74,4.49,$1.75,18.0,62.96,10%,0.63,$62.34,1.49,65.25,62.34,2015-01
5609-2,2014-09-07,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,High,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,2014-09-10,1.31,2.84,$1.53,2.0,110.76,5%,8.86,$101.90,0.93,102.83,101.9,2014-09
5609-2,2014-09-07,Raymond Fair,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,2014-09-09,1.31,2.84,$1.53,31.0,110.76,8%,8.86,$101.90,0.93,102.83,101.9,2014-09
5609-2,2014-09-07,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,High,Steady Liquid Accent Tank-Style Highlighters,Furniture,Small Pack,Regular Air,2014-09-09,1.31,2.84,$1.53,37.0,110.76,0%,8.86,$101.90,0.93,102.83,101.9,2014-09
5609-2,2014-09-07,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Home Office,Mihael Khan,Medium,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Pack,Regular Air,2014-09-09,1.31,2.84,$1.53,22.0,110.76,7%,8.86,$101.90,0.93,102.83,101.9,2014-09
5609-2,2014-09-07,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Consumer,Mihael Khan,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,2014-09-09,1.31,2.84,$1.53,42.0,110.76,6%,8.86,$101.90,0.93,102.83,101.9,2014-09
5610-1,2014-10-15,Vicky Freymann,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Technology,Medium Box,Regular Air,2014-10-19,56.16,136.98,$80.82,18.0,1544.9,0%,132.41,"$1,239.31",24.49,1407.69,1239.31,2014-10
5611-1,2014-10-27,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Medium,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,2014-10-31,0.93,1.48,$0.55,2.0,38.5,10%,2.31,$36.19,0.7,36.89,36.19,2014-10
